experiment,run_a,run_b,summary_similarity,profile_rec_similarity,meal_suggestion_similarity,change_set_jaccard,same_primary_rec_area,same_profile_focus
real_deepseek_v4pro_50,run_005,run_016,0.036,0.126,0.022,0.0,False,False
real_deepseek_v4pro_50,run_005,run_017,0.057,0.25,0.114,0.2,False,False
real_deepseek_v4pro_50,run_005,run_018,0.083,0.284,0.043,0.0,False,False
real_deepseek_v4pro_50,run_005,run_019,0.035,0.244,0.034,0.0,False,False
real_deepseek_v4pro_50,run_005,run_020,0.052,0.28,0.037,0.0,False,False
real_deepseek_v4pro_50,run_005,run_021,0.161,0.139,0.018,0.0,False,False
real_deepseek_v4pro_50,run_005,run_022,0.03,0.322,0.037,0.0,False,False
real_deepseek_v4pro_50,run_005,run_023,0.018,0.149,0.092,0.0,False,False
real_deepseek_v4pro_50,run_005,run_024,0.045,0.204,0.357,0.4,False,False
real_deepseek_v4pro_50,run_005,run_025,0.08,0.425,0.045,0.333,True,True
real_deepseek_v4pro_50,run_005,run_026,0.04,0.221,0.104,0.0,False,False
real_deepseek_v4pro_50,run_005,run_027,0.06,0.538,0.163,0.333,True,True
real_deepseek_v4pro_50,run_005,run_028,0.068,0.41,0.08,0.25,True,True
real_deepseek_v4pro_50,run_005,run_029,0.055,0.258,0.015,0.5,False,False
real_deepseek_v4pro_50,run_005,run_030,0.044,0.194,0.064,0.0,False,False
real_deepseek_v4pro_50,run_005,run_031,0.082,0.45,0.073,0.5,True,True
real_deepseek_v4pro_50,run_005,run_032,0.048,0.057,0.152,0.0,False,False
real_deepseek_v4pro_50,run_005,run_033,0.019,0.393,0.02,0.25,True,True
real_deepseek_v4pro_50,run_005,run_034,0.092,0.318,0.024,0.5,True,True
real_deepseek_v4pro_50,run_005,run_035,0.017,0.02,0.271,0.0,False,False
real_deepseek_v4pro_50,run_005,run_036,0.083,0.336,0.037,0.4,True,True
real_deepseek_v4pro_50,run_005,run_037,0.068,0.22,0.038,0.0,False,False
real_deepseek_v4pro_50,run_005,run_038,0.027,0.169,0.017,0.0,False,False
real_deepseek_v4pro_50,run_005,run_039,0.052,0.195,0.038,0.0,False,False
real_deepseek_v4pro_50,run_005,run_040,0.055,0.209,0.031,0.0,False,False
real_deepseek_v4pro_50,run_005,run_041,0.066,0.315,0.042,0.333,False,False
real_deepseek_v4pro_50,run_005,run_042,0.045,0.023,0.036,0.0,False,False
real_deepseek_v4pro_50,run_005,run_043,0.047,0.398,0.04,0.333,True,True
real_deepseek_v4pro_50,run_005,run_044,0.083,0.429,0.032,0.5,True,True
real_deepseek_v4pro_50,run_005,run_045,0.11,0.139,0.081,0.333,True,True
real_deepseek_v4pro_50,run_005,run_046,0.072,0.173,0.044,0.333,False,False
real_deepseek_v4pro_50,run_005,run_047,0.046,0.278,0.104,0.5,True,True
real_deepseek_v4pro_50,run_005,run_048,0.056,0.186,0.017,0.0,False,False
real_deepseek_v4pro_50,run_005,run_049,0.033,0.22,0.023,0.0,False,False
real_deepseek_v4pro_50,run_005,run_050,0.071,0.287,0.114,0.667,False,False
real_deepseek_v4pro_50,run_006,run_007,0.086,0.4,0.044,0.0,False,False
real_deepseek_v4pro_50,run_006,run_008,0.06,0.436,0.012,1.0,True,True
real_deepseek_v4pro_50,run_006,run_009,0.097,0.026,0.078,0.0,False,False
real_deepseek_v4pro_50,run_006,run_010,0.01,0.085,0.02,0.0,False,False
real_deepseek_v4pro_50,run_006,run_011,0.074,0.494,0.164,0.5,True,True
real_deepseek_v4pro_50,run_006,run_012,0.109,0.031,0.163,0.0,False,False
real_deepseek_v4pro_50,run_006,run_013,0.134,0.935,0.013,1.0,True,True
real_deepseek_v4pro_50,run_006,run_014,0.045,0.124,0.037,0.0,False,False
real_deepseek_v4pro_50,run_006,run_015,0.109,0.221,0.006,0.0,False,False
real_deepseek_v4pro_50,run_006,run_016,0.062,0.356,0.035,0.0,False,False
real_deepseek_v4pro_50,run_006,run_017,0.115,0.312,0.065,0.0,False,False
real_deepseek_v4pro_50,run_006,run_018,0.049,0.202,0.044,0.0,False,False
real_deepseek_v4pro_50,run_006,run_019,0.046,0.291,0.075,0.0,False,False
real_deepseek_v4pro_50,run_006,run_020,0.069,0.333,0.007,0.0,False,False
real_deepseek_v4pro_50,run_006,run_021,0.103,0.303,0.053,0.0,False,False
real_deepseek_v4pro_50,run_006,run_022,0.089,0.187,0.103,0.0,False,False
real_deepseek_v4pro_50,run_006,run_023,0.046,0.252,0.122,0.0,False,False
real_deepseek_v4pro_50,run_006,run_024,0.062,0.5,0.297,0.2,False,False
real_deepseek_v4pro_50,run_006,run_025,0.111,0.699,0.042,0.5,True,True
real_deepseek_v4pro_50,run_006,run_026,0.082,0.206,0.035,0.0,False,False
real_deepseek_v4pro_50,run_006,run_027,0.09,0.504,0.019,0.5,True,True
real_deepseek_v4pro_50,run_006,run_028,0.124,0.439,0.018,0.333,True,True
real_deepseek_v4pro_50,run_006,run_029,0.062,0.333,0.063,0.0,False,False
real_deepseek_v4pro_50,run_006,run_030,0.034,0.436,0.01,0.0,False,False
real_deepseek_v4pro_50,run_006,run_031,0.103,0.743,0.035,1.0,True,True
real_deepseek_v4pro_50,run_006,run_032,0.05,0.036,0.087,0.0,False,False
real_deepseek_v4pro_50,run_006,run_033,0.082,0.545,0.027,0.333,True,True
real_deepseek_v4pro_50,run_006,run_034,0.121,0.881,0.042,1.0,True,True
real_deepseek_v4pro_50,run_006,run_035,0.068,0.024,0.255,0.0,False,False
real_deepseek_v4pro_50,run_006,run_036,0.09,0.875,0.109,0.2,True,True
real_deepseek_v4pro_50,run_006,run_037,0.055,0.4,0.031,0.0,False,False
real_deepseek_v4pro_50,run_006,run_038,0.035,0.291,0.057,0.0,False,False
real_deepseek_v4pro_50,run_006,run_039,0.101,0.436,0.034,0.0,False,False
real_deepseek_v4pro_50,run_006,run_040,0.092,0.199,0.016,0.0,False,False
real_deepseek_v4pro_50,run_006,run_041,0.084,0.251,0.14,0.167,False,False
real_deepseek_v4pro_50,run_006,run_042,0.097,0.017,0.023,0.0,False,False
real_deepseek_v4pro_50,run_006,run_043,0.135,0.617,0.016,0.5,True,True
real_deepseek_v4pro_50,run_006,run_044,0.141,0.649,0.083,1.0,True,True
real_deepseek_v4pro_50,run_006,run_045,0.047,0.136,0.113,0.5,True,True
real_deepseek_v4pro_50,run_006,run_046,0.074,0.5,0.082,0.0,False,False
real_deepseek_v4pro_50,run_006,run_047,0.101,0.33,0.02,1.0,True,True
real_deepseek_v4pro_50,run_006,run_048,0.043,0.455,0.018,0.0,False,False
real_deepseek_v4pro_50,run_006,run_049,0.034,0.4,0.024,0.0,False,False
real_deepseek_v4pro_50,run_006,run_050,0.1,0.203,0.025,0.333,False,False
real_deepseek_v4pro_50,run_007,run_008,0.051,0.257,0.04,0.0,False,False
real_deepseek_v4pro_50,run_007,run_009,0.065,0.226,0.039,0.0,True,True
real_deepseek_v4pro_50,run_007,run_010,0.005,0.029,0.018,0.0,False,False
real_deepseek_v4pro_50,run_007,run_011,0.037,0.198,0.035,0.0,False,False
real_deepseek_v4pro_50,run_007,run_012,0.021,0.036,0.03,0.0,False,True
real_deepseek_v4pro_50,run_007,run_013,0.06,0.404,0.052,0.0,False,False
real_deepseek_v4pro_50,run_007,run_014,0.044,0.216,0.027,0.0,False,True
real_deepseek_v4pro_50,run_007,run_015,0.089,0.574,0.015,0.333,True,True
real_deepseek_v4pro_50,run_007,run_016,0.081,0.571,0.042,0.5,True,True
real_deepseek_v4pro_50,run_007,run_017,0.031,0.56,0.007,0.2,False,True
real_deepseek_v4pro_50,run_007,run_018,0.047,0.152,0.062,0.25,False,False
real_deepseek_v4pro_50,run_007,run_019,0.086,0.763,0.016,0.5,True,True
real_deepseek_v4pro_50,run_007,run_020,0.084,0.535,0.013,0.5,True,True
real_deepseek_v4pro_50,run_007,run_021,0.161,0.506,0.04,0.5,True,True
real_deepseek_v4pro_50,run_007,run_022,0.031,0.488,0.029,0.667,True,True
real_deepseek_v4pro_50,run_007,run_023,0.025,0.312,0.022,0.0,False,True
real_deepseek_v4pro_50,run_007,run_024,0.021,0.451,0.278,0.167,False,False
